x y likelihood c d sigma miu kappa
83 68 -4024.57726477 46.4347404854 0.0183545045001 0.567299804026 248.703019872 1.30418699908
83 69 -2301.14942431 56.6501179386 -0.00780482324646 1.91514209564 248.683962368 -5.16424734787
83 70 -1871.2384682 68.6977228127 -0.0323379129533 1.48792347655 249.684934297 -10.4306043138
83 71 -1738.55916773 74.4198696302 -0.0363279598232 -1.01210895095 251.940913423 4.00476705552
83 72 -2364.53415596 73.7535200716 -0.0260040997256 1.33895005765 249.962903359 -4.80253845874
83 73 -2692.1220623 71.8068568214 -0.020980369305 1.67401390258 248.803850541 -5.1225467561
83 74 -2592.72620239 68.227462048 -0.0282907812356 0.941784533544 252.153631426 -7.56828940981
83 75 -3169.31669385 59.9902493394 -0.0326131748066 1.03095066331 249.206626801 -4.72596801124
83 76 -2260.13685687 44.5584196355 0.00612735914111 1.41645915352 249.795674283 5.98980093817
83 77 -2427.1052175 29.7680993383 0.0708657001405 1.15199386605 249.786790968 10.913486587
83 78 -6425.15296558 26.252156206 0.104235442144 2.80128220173 247.693767882 39.2393020995
83 79 -8506.9449574 38.0269841931 0.0759246548038 2.57311284126 250.417087193 48.7123796785
83 80 -2548.16827351 55.5247706163 0.010097107602 1.97345326276 250.985618505 34.0847449417
83 81 -1116.04265906 65.1331264588 -0.03728082776 2.18266496179 250.471186674 28.8463564074
83 83 -4011.44608792 62.6939650473 -0.0648148872116 -0.115393144147 249.011189771 -1.02504187999
